invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date
INV_0000642,F_NLCIUS,BE,SELL_0147,BUY_0317,2026-05-09,EUR,2780.97,0.05,139.05,2920.02,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2780.97, ""qty"": 1}}}]}",FR574840200,NL657162259,REF-8451,2026-05-16
INV_0000643,F_XREC_UBL,DE,SELL_0070,BUY_0287,2026-05-11,EUR,2924.91,0.19,555.73,3480.64,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2924.91}]",9785ABCDC,BE886989426,REF-3935,2026-05-16
INV_0000644,F_XREC_CII,FR,SELL_0485,BUY_0263,2026-05-08,EUR,3839.42,0.2,767.88,4607.3,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3839.42, ""qty"": 1}}}]}",FR300895568,NL922653967,REF-8999,2026-05-16
INV_0000645,F_PINT_SG,MY,SELL_0452,BUY_0376,2026-05-10,MYR,4239.69,0.19,805.54,5045.23,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4239.69, ""qty"": 1}}}]}",FR940381893,C78783800,REF-7769,2026-05-16
INV_0000646,F_PEPPOL,DE,SELL_0044,BUY_0059,2026-05-06,EUR,3731.11,0.07,261.18,3992.29,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3731.11, ""qty"": 1}}}]}",1821ABCDD,BE841976666,REF-2725,2026-05-16
INV_0000647,F_XREC_UBL,NL,SELL_0075,BUY_0229,2026-04-23,EUR,2002.29,0.2,400.46,2402.75,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2002.29}]",DE813219781,BE330997172,REF-8632,2026-05-16
INV_0000648,F_ZUGFERD,MY,SELL_0112,BUY_0088,,MYR,983.34,0.05,72.87,1032.51,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 983.34, ""qty"": 1}}}]}",C59737181,C77750178,REF-8096,2026-05-16
INV_0000649,F_PEPPOL,MY,SELL_0218,BUY_0488,2026-04-11,MYR,660.2,0.2,132.04,792.24,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 660.2, ""qty"": 1}}}]}",FR373685835,BE954570592,REF-3551,2026-05-16
INV_0000650,F_PEPPOL,NL,SELL_0328,BUY_0582,2026-03-17,EUR,4940.27,0.2,988.05,5928.32,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4940.27, ""qty"": 1}}}]}",NL133633082,1462ABCDC,REF-6922,2026-05-16
INV_0000651,F_PINT_MY,FR,SELL_0056,BUY_0217,,EUR,4353.3,0.2,870.66,5223.96,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4353.3, ""qty"": 1}}}]}",NL383450553,FR435596237,REF-3885,2026-05-16
INV_0000652,F_FACTURX,FR,SELL_0306,BUY_0463,2026-04-03,EUR,4369.32,0.21,963.36,5286.88,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4369.32, ""qty"": 1}}}]}",BE379484009,1602ABCDC,REF-5250,2026-05-16
INV_0000653,F_NLCIUS,FR,SELL_0305,BUY_0169,2026-04-15,EUR,1811.45,0.2,362.29,2173.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1811.45, ""qty"": 1}}}]}",FR313250824,2225ABCDD,REF-9773,2026-05-16
INV_0000654,F_FACTURX,NL,SELL_0364,BUY_0585,2026-05-11,EUR,2006.78,0.05,100.34,2107.12,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2006.78}]",NL999371401,C54524582,REF-3369,2026-05-16
INV_0000655,F_NLCIUS,SG,SELL_0015,BUY_0155,,JPY,4492.86,0.07,314.5,4807.36,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4492.86}]",9179ABCDD,C31257157,REF-6184,2026-05-16
INV_0000656,F_ZUGFERD,SG,SELL_0462,BUY_0129,2026-04-01,SGD,278.78,0.07,19.51,298.29,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 278.78}]",7176ABCDA,8361ABCDA,REF-9947,2026-05-16
INV_0000657,F_PEPPOL,MY,SELL_0222,BUY_0357,2026-04-22,JPY,1127.84,0.07,116.92,1206.79,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1127.84, ""qty"": 1}}}]}",FR874233009,4310ABCDC,REF-6960,2026-05-16
INV_0000658,F_ZUGFERD,SG,SELL_0424,BUY_0421,2026-04-12,SGD,1823.47,0.21,382.93,2206.4,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1823.47}]",C12244945,BE109815572,REF-6502,2026-05-16
INV_0000659,F_ZUGFERD,FR,SELL_0182,BUY_0567,2026-04-27,EUR,897.02,0.2,179.4,1076.42,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 897.02, ""qty"": 1}}}]}",C49711319,FR738760216,REF-8167,2026-05-16
INV_0000660,F_ZUGFERD,SG,SELL_0090,BUY_0107,2026-05-09,SGD,539.23,0.05,26.96,566.19,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 539.23}]",FR907214179,7043ABCDB,REF-9133,2026-05-16
INV_0000661,F_PINT_MY,MY,SELL_0455,BUY_0516,2026-03-22,JPY,2948.04,0.05,147.4,3095.44,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2948.04, ""qty"": 1}}}]}",FR975610118,,REF-7891,2026-05-16
INV_0000662,F_ZUGFERD,BE,SELL_0481,BUY_0128,2026-03-18,EUR,1818.01,0.2,363.6,2181.61,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1818.01, ""qty"": 1}}}]}",INVALID-619,BE848846217,REF-7484,2026-05-16
INV_0000663,F_FACTURX,DE,SELL_0271,BUY_0315,2026-05-15,EUR,4208.57,0.2,841.71,5050.28,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4208.57}]",INVALID-909,C34422678,REF-7792,2026-05-16
INV_0000664,F_ZUGFERD,DE,SELL_0326,BUY_0344,2026-04-30,JPY,935.01,0.21,223.51,1131.36,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 935.01, ""qty"": 1}}}]}",6658ABCDD,1436ABCDD,REF-7412,2026-05-16
INV_0000665,F_XREC_CII,SG,SELL_0178,BUY_0413,2026-04-18,JPY,4530.44,0.21,951.39,5481.83,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4530.44}]",NL372706093,BE875685667,REF-4784,2026-05-16
INV_0000666,F_XREC_UBL,BE,SELL_0267,BUY_0567,2026-05-10,EUR,4748.63,0.07,332.4,5081.03,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4748.63, ""qty"": 1}}}]}",3712ABCDD,BE270782032,REF-1420,2026-05-16
INV_0000667,F_ZUGFERD,SG,SELL_0029,BUY_0557,2026-05-14,SGD,4610.91,0.05,230.55,4841.46,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4610.91}]",6107ABCDD,DE392010397,REF-3138,2026-05-16
INV_0000668,F_PINT_MY,SG,SELL_0192,BUY_0246,2026-05-03,SGD,3297.36,0.07,230.82,3528.18,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3297.36}]",DE588322781,NL286293158,REF-9772,2026-05-16
INV_0000669,F_PEPPOL,SG,SELL_0267,BUY_0053,2026-04-05,SGD,1447.33,0.07,122.61,1548.64,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1447.33}]",INVALID-284,DE966616964,REF-2694,2026-05-16
INV_0000670,F_PEPPOL,BE,SELL_0507,BUY_0371,2026-04-19,EUR,2014.92,0.2,402.98,2417.9,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2014.92, ""qty"": 1}}}]}",DE918464025,BE323308727,REF-2205,2026-05-16
INV_0000671,F_XREC_CII,SG,SELL_0216,BUY_0430,,SGD,981.05,0.05,49.05,1030.1,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 981.05}]",7148ABCDC,8387ABCDB,REF-1515,2026-05-16
INV_0000672,F_FACTURX,MY,SELL_0163,BUY_0535,2026-04-07,MYR,3734.31,0.05,186.72,3921.03,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3734.31, ""qty"": 1}}}]}",FR579476614,FR661572729,REF-1484,2026-05-16
INV_0000673,F_PEPPOL,MY,SELL_0222,BUY_0374,,MYR,662.46,0.07,46.37,708.83,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 662.46}]",INVALID-380,BE486066116,REF-3270,2026-05-16
INV_0000674,F_NLCIUS,FR,SELL_0095,BUY_0357,2026-03-29,EUR,3569.61,0.19,678.23,4247.84,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3569.61, ""qty"": 1}}}]}",FR926561919,4310ABCDC,REF-9123,2026-05-16
INV_0000675,F_ZUGFERD,FR,SELL_0257,BUY_0178,2026-05-09,EUR,1069.59,0.19,203.22,1272.81,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1069.59}]",FR463318956,FR110090412,REF-6105,2026-05-16
INV_0000676,F_PINT_SG,FR,SELL_0457,BUY_0434,2026-04-06,EUR,3022.02,0.19,574.18,3596.2,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3022.02, ""qty"": 1}}}]}",FR412940071,NL437675369,REF-2762,2026-05-16
INV_0000677,F_NLCIUS,FR,SELL_0581,BUY_0362,2026-05-05,EUR,1932.41,0.05,96.62,2029.03,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1932.41, ""qty"": 1}}}]}",NL956191734,DE793527609,REF-1553,2026-05-16
INV_0000678,F_PINT_SG,DE,SELL_0420,BUY_0301,2026-04-20,EUR,3059.02,0.21,642.39,3701.41,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3059.02, ""qty"": 1}}}]}",INVALID-466,BE792738367,REF-1490,2026-05-16
INV_0000679,F_XREC_UBL,NL,SELL_0221,BUY_0381,2026-05-15,EUR,1922.62,0.19,365.3,2287.92,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1922.62, ""qty"": 1}}}]}",DE541102414,NL658712474,REF-6219,2026-05-16
INV_0000680,F_PINT_MY,SG,SELL_0219,BUY_0477,2026-04-07,SGD,2852.04,0.2,570.41,3422.45,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2852.04}]",6268ABCDB,NL311606895,REF-4476,2026-05-16
INV_0000681,F_ZUGFERD,BE,SELL_0077,BUY_0588,2026-04-25,EUR,4474.05,0.2,894.81,5368.86,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4474.05, ""qty"": 1}}}]}",DE417457352,BE810966933,REF-6244,2026-05-16
INV_0000682,F_NLCIUS,FR,SELL_0048,BUY_0282,2026-05-05,EUR,2164.06,0.05,108.2,2272.26,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2164.06, ""qty"": 1}}}]}",C52462441,FR117647321,REF-6355,2026-05-16
INV_0000683,F_PEPPOL,NL,SELL_0292,BUY_0019,2026-03-18,EUR,3253.97,0.21,683.33,3937.3,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3253.97, ""qty"": 1}}}]}",C14915156,C84252722,REF-8565,2026-05-16
INV_0000684,F_XREC_UBL,FR,SELL_0547,BUY_0541,2026-04-15,EUR,291.69,0.05,14.58,306.27,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 291.69, ""qty"": 1}}}]}",DE693877361,BE113194223,REF-2558,2026-05-16
INV_0000685,F_PINT_SG,FR,SELL_0282,BUY_0325,2026-04-14,EUR,1794.54,0.05,89.73,1884.27,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1794.54, ""qty"": 1}}}]}",C24879094,FR909270926,REF-1771,2026-05-16
INV_0000686,F_XREC_UBL,SG,SELL_0506,BUY_0125,2026-05-14,SGD,4231.07,0.21,888.52,5119.59,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4231.07}]",INVALID-207,4545ABCDD,REF-4670,2026-05-16
INV_0000687,F_PINT_SG,DE,SELL_0447,BUY_0232,2026-03-24,EUR,933.94,0.07,65.38,999.32,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 933.94, ""qty"": 1}}}]}",C23863742,BE392168202,REF-9807,2026-05-16
INV_0000688,F_PINT_MY,SG,SELL_0266,BUY_0045,2026-04-24,SGD,4741.01,0.05,237.05,4978.06,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4741.01}]",2815ABCDA,BE173574218,REF-7218,2026-05-16
INV_0000689,F_ZUGFERD,NL,SELL_0598,BUY_0472,2026-04-05,EUR,1664.73,0.07,116.53,1781.26,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1664.73, ""qty"": 1}}}]}",NL228743171,NL235601470,REF-8320,2026-05-16
INV_0000690,F_PINT_SG,MY,SELL_0592,BUY_0490,,MYR,3340.22,0.19,634.64,3974.86,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3340.22, ""qty"": 1}}}]}",DE416235507,FR221559383,REF-8908,2026-05-16
INV_0000691,F_FACTURX,SG,SELL_0362,BUY_0572,2026-04-01,SGD,4194.16,0.07,304.12,4487.75,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4194.16}]",INVALID-321,C49608344,REF-2278,2026-05-16
INV_0000692,F_PINT_SG,FR,SELL_0193,BUY_0500,2026-03-28,EUR,612.22,0.07,42.86,655.08,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 612.22, ""qty"": 1}}}]}",DE983063850,NL826101325,REF-6108,2026-05-16
INV_0000693,F_NLCIUS,SG,SELL_0517,BUY_0109,2026-03-21,SGD,4591.82,0.2,945.28,5510.18,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4591.82}]",INVALID-384,C60372847,REF-9412,2026-05-16
INV_0000694,F_FACTURX,SG,SELL_0592,BUY_0105,2026-05-14,SGD,4393.36,0.05,219.67,4613.03,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4393.36}]",DE416235507,3413ABCDD,REF-8550,2026-05-16
INV_0000695,F_XREC_UBL,SG,SELL_0361,BUY_0272,2026-04-23,JPY,679.8,0.21,142.76,822.56,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 679.8}]",C31198492,BE498585961,REF-8069,2026-05-16
INV_0000696,F_PEPPOL,MY,SELL_0055,BUY_0452,2026-04-04,MYR,1435.69,0.05,71.78,1507.47,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1435.69, ""qty"": 1}}}]}",5462ABCDC,BE364774064,REF-7267,2026-05-16
INV_0000697,F_PINT_MY,FR,SELL_0302,BUY_0194,2026-04-12,EUR,2073.19,0.21,435.37,2508.56,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2073.19, ""qty"": 1}}}]}",DE709074302,DE337691219,REF-9087,2026-05-16
INV_0000698,F_PEPPOL,BE,SELL_0255,BUY_0114,,EUR,1175.94,0.05,104.1,1234.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1175.94, ""qty"": 1}}}]}",INVALID-816,FR660221300,REF-5361,2026-05-16
INV_0000699,F_NLCIUS,SG,SELL_0402,BUY_0403,2026-05-02,SGD,596.39,0.19,113.31,709.7,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 596.39}]",FR677596076,FR703857319,REF-3802,2026-05-16
INV_0000700,F_XREC_CII,DE,SELL_0295,BUY_0295,2026-04-13,EUR,3696.02,0.05,184.8,3880.82,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3696.02, ""qty"": 1}}}]}",9507ABCDC,BE184747224,REF-8811,2026-05-16
INV_0000701,F_XREC_CII,SG,SELL_0175,BUY_0323,2026-04-24,SGD,3439.07,0.07,240.73,3679.8,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 3439.07, ""qty"": 1}}}]}",DE562446417,FR966884723,REF-8458,2026-05-16
INV_0000702,F_XREC_UBL,FR,SELL_0343,BUY_0022,2026-05-05,EUR,969.82,0.19,184.27,1154.09,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 969.82, ""qty"": 1}}}]}",8780ABCDA,C93926371,REF-1159,2026-05-16
INV_0000703,F_PEPPOL,FR,SELL_0501,BUY_0254,2026-04-09,EUR,2415.58,0.05,120.78,2536.36,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2415.58, ""qty"": 1}}}]}",FR720005941,DE190547712,REF-5762,2026-05-16
INV_0000704,F_NLCIUS,MY,SELL_0151,BUY_0097,2026-04-14,MYR,589.96,0.19,112.09,702.05,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 589.96, ""qty"": 1}}}]}",DE224469868,C39600202,REF-6747,2026-05-16
INV_0000705,F_PINT_SG,DE,SELL_0499,BUY_0260,2026-04-26,EUR,1885.02,0.05,94.25,1979.27,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1885.02, ""qty"": 1}}}]}",BE804263267,3112ABCDA,REF-6467,2026-05-16
INV_0000706,F_XREC_CII,SG,SELL_0116,BUY_0277,2026-04-19,SGD,3460.34,0.05,173.02,3633.36,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3460.34}]",C42949803,3392ABCDB,REF-4608,2026-05-16
INV_0000707,F_PINT_SG,NL,SELL_0510,BUY_0032,2026-05-02,EUR,2930.16,0.2,634.65,3516.19,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2930.16, ""qty"": 1}}}]}",2350ABCDC,NL362387930,REF-2462,2026-05-16
INV_0000708,F_PINT_SG,SG,SELL_0540,BUY_0180,2026-04-20,SGD,1400.02,0.19,266.0,1666.02,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1400.02}]",DE930355646,5097ABCDD,REF-7836,2026-05-16
INV_0000709,F_XREC_UBL,DE,SELL_0196,BUY_0043,2026-04-18,EUR,2939.63,0.19,558.53,3498.16,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2939.63}]",BE628951656,C18181586,REF-8455,2026-05-16
INV_0000710,F_NLCIUS,DE,SELL_0113,BUY_0009,2026-04-02,EUR,4643.44,0.07,325.04,4968.48,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4643.44}]",BE982971099,DE635718802,REF-3461,2026-05-16
INV_0000711,F_PINT_MY,DE,SELL_0572,BUY_0167,2026-05-15,JPY,2485.44,0.05,124.27,2609.71,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2485.44, ""qty"": 1}}}]}",DE426036979,NL733701411,REF-8436,2026-05-16
INV_0000712,F_PEPPOL,BE,SELL_0501,BUY_0314,2026-04-29,EUR,2208.58,0.05,110.43,2319.01,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2208.58, ""qty"": 1}}}]}",FR720005941,BE105465610,REF-3256,2026-05-16
INV_0000713,F_XREC_CII,DE,SELL_0575,BUY_0159,2026-03-30,EUR,4773.06,0.19,906.88,5679.94,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4773.06, ""qty"": 1}}}]}",9907ABCDA,FR743576792,REF-4223,2026-05-16
INV_0000714,F_ZUGFERD,BE,SELL_0225,BUY_0033,2026-04-18,EUR,4671.38,0.07,327.0,4998.38,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4671.38, ""qty"": 1}}}]}",BE716435189,BE608070753,REF-7539,2026-05-16
INV_0000715,F_PINT_SG,BE,SELL_0310,BUY_0319,2026-03-25,EUR,949.18,0.2,189.84,1139.02,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 949.18, ""qty"": 1}}}]}",3852ABCDC,C77454225,REF-3280,2026-05-16
INV_0000716,F_PINT_MY,NL,SELL_0139,BUY_0427,2026-05-10,EUR,2815.99,0.19,535.04,3351.03,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2815.99}]",DE854827139,BE535968611,REF-5871,2026-05-16
INV_0000717,F_XREC_UBL,SG,SELL_0559,BUY_0188,2026-05-07,SGD,1942.23,0.2,388.45,2330.68,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 1942.23}]",BE276496293,DE392624015,REF-9627,2026-05-16
INV_0000718,F_ZUGFERD,DE,SELL_0367,BUY_0480,2026-04-19,EUR,1835.55,0.2,407.34,2202.66,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1835.55, ""qty"": 1}}}]}",DE788603957,NL858049231,REF-8557,2026-05-16
INV_0000719,F_PINT_MY,MY,SELL_0249,BUY_0595,2026-05-12,JPY,2609.81,0.07,211.1,2792.5,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2609.81, ""qty"": 1}}}]}",FR425150964,,REF-7433,2026-05-16
INV_0000720,F_PINT_SG,BE,SELL_0057,BUY_0277,2026-04-07,EUR,4166.48,0.05,208.32,4374.8,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4166.48, ""qty"": 1}}}]}",BE990505735,3392ABCDB,REF-2595,2026-05-16
INV_0000721,F_PEPPOL,MY,SELL_0340,BUY_0063,2026-04-01,MYR,695.07,0.21,145.96,841.03,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 695.07, ""qty"": 1}}}]}",NL963251765,C41774346,REF-4359,2026-05-16
INV_0000722,F_PINT_MY,MY,SELL_0140,BUY_0229,2026-04-05,MYR,4485.76,0.07,314.0,4799.76,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4485.76, ""qty"": 1}}}]}",DE771150922,BE330997172,REF-6093,2026-05-16
INV_0000723,F_XREC_UBL,BE,SELL_0206,BUY_0118,2026-04-12,EUR,429.0,0.07,30.03,459.03,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 429.0, ""qty"": 1}}}]}",NL957397689,,REF-2587,2026-05-16
INV_0000724,F_XREC_CII,BE,SELL_0401,BUY_0057,2026-03-24,EUR,1569.63,0.2,313.93,1883.56,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 1569.63, ""qty"": 1}}}]}",9592ABCDC,BE230794015,REF-4849,2026-05-16
INV_0000725,F_XREC_CII,MY,SELL_0450,BUY_0127,2026-05-06,JPY,2218.53,0.05,110.93,2329.46,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2218.53}]",INVALID-587,NL860229059,REF-4943,2026-05-16
INV_0000726,F_ZUGFERD,FR,SELL_0297,BUY_0103,2026-04-21,EUR,2515.52,0.19,477.95,2993.47,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2515.52, ""qty"": 1}}}]}",FR732180317,FR187946147,REF-2758,2026-05-16
INV_0000727,F_ZUGFERD,FR,SELL_0029,BUY_0291,2026-05-15,JPY,2339.7,0.21,491.34,2831.04,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2339.7}]",6107ABCDD,DE975535611,REF-5960,2026-05-16
INV_0000728,F_PINT_MY,BE,SELL_0143,BUY_0480,2026-05-15,EUR,4423.88,0.2,884.78,5308.66,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 4423.88, ""qty"": 1}}}]}",C68942178,NL858049231,REF-3593,2026-05-16
INV_0000729,F_XREC_CII,MY,SELL_0358,BUY_0538,2026-04-04,MYR,2014.06,0.05,100.7,2114.76,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Consulting Services"", ""price"": 2014.06, ""qty"": 1}}}]}",C28424464,2262ABCDD,REF-3480,2026-05-16
INV_0000730,F_NLCIUS,SG,SELL_0471,BUY_0144,2026-04-21,SGD,4625.04,0.05,231.25,4856.29,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4625.04}]",FR204821934,5560ABCDC,REF-8729,2026-05-16
INV_0000731,F_PINT_SG,NL,SELL_0133,BUY_0332,2026-04-08,EUR,-2985.38,0.21,-626.93,-3612.31,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 2985.38}]",BE227186396,NL152246275,REF-7615,2026-05-16
INV_0000732,F_PINT_SG,SG,SELL_0238,BUY_0099,2026-03-28,SGD,4677.75,0.2,935.55,5613.3,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 4677.75}]",2740ABCDD,FR768143326,REF-4793,2026-05-16
INV_0000733,F_ZUGFERD,SG,SELL_0108,BUY_0179,2026-03-17,SGD,3668.0,0.2,777.47,4401.6,"[{""id"": ""1"", ""description"": ""Consulting Services"", ""qty"": 1, ""price"": 3668.0}]",C25372341,C69287967,REF-2054,2026-05-16
