source_format,target_country,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,seller_vat,buyer_vat,payment_reference,delivery_date,target_format,syntax,line_item_structure,supports_credit_note,max_line_items,expected_tax,tax_difference,currency_supported,line_item_count,total_quantity,avg_item_price,has_negative_price,seller_vat_missing,buyer_vat_missing,payment_reference_missing,delivery_date_missing,missing_required_count
0,0,0,0,54793.37,0.09,4931.4,59724.77,0,0,0,0,1,1,1,True,999,4931.4,0.0,0,4,129,13355.405,0,0,0,0,0,0
0,0,0,0,25871.82,0.1,2587.18,28459.0,0,0,0,0,1,1,1,True,999,2587.18,0.0,0,2,166,170.49,0,0,0,0,0,0
0,4,0,0,14963.82,0.081,1212.07,16175.89,0,0,0,0,8,1,1,True,500,1212.07,0.0,0,23,927,73.03260869565217,0,0,0,0,0,0
0,0,0,0,18549.42,0.07,1298.46,19847.88,0,0,0,0,1,1,1,True,999,1298.46,0.0,0,3,90,2592.2866666666664,0,0,0,0,0,0
0,1,0,0,42195.79,0.0,0.0,42195.79,0,0,0,0,2,1,1,True,500,0.0,0.0,0,3,197,213.42,0,0,0,0,0,0
0,0,0,0,8187.44,0.07,573.12,8760.56,0,0,0,0,1,1,1,True,999,573.12,0.0,0,3,191,58.29,0,0,0,0,0,0
0,2,0,0,74815.96,0.19,14215.03,89030.99,0,0,0,0,5,0,0,False,200,14215.03,0.0,0,5,212,303.734,0,0,0,0,0,0
0,5,0,3,182953.2,0.06,10977.19,193930.39,0,0,0,0,7,1,1,True,100,10977.19,0.0,0,19,568,4962.8184210526315,0,0,0,0,0,0
0,2,0,0,5961.62,0.04,238.46,6200.08,0,0,0,0,5,0,0,False,200,238.46,0.0,0,3,177,28.826666666666664,0,0,0,0,0,0
0,2,0,0,593.07,0.07,46.2,639.27,0,0,0,0,5,0,0,False,200,41.51,4.69,0,3,85,6.403333333333333,0,0,0,0,0,0
0,0,0,0,208458.85,0.1,20845.89,229304.74,0,0,0,0,1,1,1,True,999,20845.89,0.0,0,10,596,3538.219,0,0,0,0,0,0
0,4,0,0,44799.22,0.06,2687.95,47487.17,0,0,0,0,8,1,1,True,500,2687.95,0.0,0,5,339,112.202,0,0,0,0,0,0
0,4,0,0,131572.04,0.13,17104.37,148676.41,0,0,0,0,8,1,1,True,500,17104.37,0.0,0,2,167,808.195,0,0,0,0,0,0
0,4,0,0,114962.36,0.055,5382.69,120345.05,0,0,0,0,8,1,1,True,500,6322.93,940.24,0,10,164,4859.849,0,0,0,0,0,0
0,3,0,2,231607.08,0.19,44005.35,275612.43,0,0,0,0,6,1,0,False,100,44005.35,0.0,0,3,144,1672.51,0,0,0,0,0,0
0,2,0,0,143383.14,0.21,30110.46,173493.6,0,0,0,0,5,0,0,False,200,30110.46,0.0,0,5,265,489.332,0,0,0,0,0,0
0,0,0,2,3847.47,0.2,693.19,4540.66,0,0,0,0,1,1,1,True,999,769.49,76.3,0,2,114,36.265,0,0,0,0,0,0
0,1,0,0,34095.37,0.21,7160.03,41255.4,0,0,0,0,2,1,1,True,500,7160.03,0.0,0,5,168,214.07399999999998,0,0,0,0,0,0
0,0,0,0,51142.0,0.13,6648.46,57790.46,0,0,0,0,1,1,1,True,999,6648.46,0.0,0,6,232,973.5333333333333,0,0,0,0,0,0
0,3,0,2,125685.89,0.07,8798.01,134483.9,0,0,0,0,6,1,0,False,100,8798.01,0.0,0,20,1066,124.87049999999999,0,0,0,0,0,1
0,4,0,0,126170.27,0.13,16402.14,142572.41,0,0,0,0,8,1,1,True,500,16402.14,0.0,0,9,314,1802.3033333333333,0,0,1,1,0,2
0,2,0,0,145375.67,0.1,14537.57,159913.24,0,0,0,0,5,0,0,False,200,14537.57,0.0,0,5,200,519.344,0,0,0,0,0,0
0,4,0,0,3313.91,0.19,629.64,3943.55,0,0,0,0,8,1,1,True,500,629.64,0.0,0,4,53,779.9499999999999,0,0,0,0,0,0
0,0,0,0,8687.26,0.1,868.73,9555.99,0,0,0,0,1,1,1,True,999,868.73,0.0,0,7,391,147.60285714285715,0,0,0,1,0,1
0,4,0,0,226383.29,0.19,43012.83,269396.12,0,0,0,0,8,1,1,True,500,43012.83,0.0,0,17,413,7310.7747058823525,0,0,0,0,0,0
0,3,0,2,37035.2,0.09,3333.17,40368.37,0,0,0,0,6,1,0,False,100,3333.17,0.0,0,1,80,462.94,0,0,0,0,0,0
0,5,0,3,16338.25,0.06,980.29,17318.54,0,0,0,0,7,1,1,True,100,980.3,0.01,0,2,63,207.065,0,0,0,0,0,0
0,2,0,0,183.4,0.19,34.85,218.25,0,0,0,0,5,0,0,False,200,34.85,0.0,0,2,20,6.78,0,0,0,0,0,0
0,4,0,0,7118.04,0.07,498.26,7616.3,0,0,0,0,8,1,1,True,500,498.26,0.0,0,1,92,77.37,0,0,0,1,0,1
0,1,0,0,6814.83,0.2,1362.97,8177.8,0,0,0,0,2,1,1,True,500,1362.97,0.0,0,9,372,33.12777777777778,0,0,0,0,0,0
0,0,0,0,5755.9,0.055,316.57,6072.47,0,0,0,0,1,1,1,True,999,316.57,0.0,0,1,1,5755.9,0,0,0,0,0,0
0,1,0,0,136448.39,0.255,34794.34,171242.73,0,0,0,0,2,1,1,True,500,34794.34,0.0,0,15,648,5843.168000000001,0,0,0,0,0,0
0,3,0,2,10898.31,0.0,0.0,10898.31,0,0,0,0,6,1,0,False,100,0.0,0.0,0,15,796,10.463333333333333,0,0,0,0,0,0
0,2,0,0,16260.44,0.19,3348.63,19609.07,0,0,0,0,5,0,0,False,200,3089.48,259.15,0,8,240,76.12375,0,0,0,0,0,0
0,1,0,0,234544.67,0.1,19982.64,254527.31,0,0,0,0,2,1,1,True,500,23454.47,3471.83,0,8,515,473.57625,0,0,0,0,0,0
0,4,0,0,203145.22,0.15,30471.78,233617.0,0,0,0,0,8,1,1,True,500,30471.78,0.0,0,8,266,10187.94,0,0,0,0,0,0
0,4,0,0,164357.78,0.07,11505.04,175862.82,0,0,0,0,8,1,1,True,500,11505.04,0.0,0,14,365,4277.215714285714,0,0,0,0,0,0
0,4,0,0,85681.69,0.2,17136.34,102818.03,0,0,0,0,8,1,1,True,500,17136.34,0.0,0,3,63,6131.083333333333,0,0,0,0,0,0
0,4,0,3,228039.49,0.19,43327.5,271366.99,0,0,0,0,8,1,1,True,500,43327.5,0.0,0,2,52,7693.495000000001,0,0,0,0,0,1
0,3,0,2,762.6,0.0,-1.0,761.6,0,0,0,0,6,1,0,False,100,0.0,1.0,0,1,82,9.3,0,0,0,0,0,1
0,1,0,0,172446.68,0.06,10346.8,182793.48,0,0,0,0,2,1,1,True,500,10346.8,0.0,0,7,317,3959.784285714286,0,0,0,0,0,0
0,0,0,0,173832.54,0.19,33028.18,206860.72,0,0,0,0,1,1,1,True,999,33028.18,0.0,0,27,756,3617.6666666666665,0,0,0,0,0,0
0,2,0,0,146778.91,0.07,10274.52,157053.43,0,0,0,0,5,0,0,False,200,10274.52,0.0,0,3,154,1027.1433333333332,0,0,0,0,0,0
0,2,0,0,120374.99,0.19,22871.25,143246.24,0,0,0,0,5,0,0,False,200,22871.25,0.0,0,20,1013,141.5635,0,0,0,0,0,0
0,1,0,0,200340.8,0.04,8240.05,208580.85,0,0,0,0,2,1,1,True,500,8013.63,226.42,0,10,607,380.744,0,0,0,0,0,0
0,2,0,0,22536.33,0.07,1713.87,24250.2,0,0,0,0,5,0,0,False,200,1577.54,136.33,0,5,84,200.31599999999997,0,0,0,0,0,0
0,4,0,0,14686.27,0.255,3745.0,18431.27,0,0,0,0,8,1,1,True,500,3745.0,0.0,0,3,181,2066.603333333333,0,0,0,0,0,0
0,4,0,0,2729.57,0.2,545.91,3275.48,0,0,0,0,8,1,1,True,500,545.91,0.0,0,4,172,513.3199999999999,0,0,0,0,0,0
0,1,0,0,15813.34,0.055,869.73,16683.07,0,0,0,0,2,1,1,True,500,869.73,0.0,0,2,26,6060.83,0,0,1,0,1,2
0,4,0,0,104771.1,0.13,13620.24,118391.34,0,0,0,0,8,1,1,True,500,13620.24,0.0,0,3,195,586.1666666666666,0,0,0,0,0,0
0,1,0,0,28762.13,0.21,6040.05,34802.18,0,0,0,0,2,1,1,True,500,6040.05,0.0,0,1,89,323.17,0,0,0,0,0,0
0,0,0,0,7378.3,0.19,1401.88,8780.18,0,0,0,0,1,1,1,True,999,1401.88,0.0,0,2,132,56.16,0,0,0,0,0,0
0,5,0,3,158355.11,0.0,0.0,158355.11,0,0,0,0,7,1,1,True,100,0.0,0.0,0,3,97,48428.99,0,0,0,0,0,0
0,4,0,0,22418.36,0.07,1569.29,23987.65,0,0,0,0,8,1,1,True,500,1569.29,0.0,0,2,69,3547.06,0,0,0,0,0,0
0,0,0,0,33358.62,0.21,7005.31,40363.93,0,0,0,0,1,1,1,True,999,7005.31,0.0,0,3,46,6955.419999999999,0,0,0,0,0,0
0,1,0,0,30519.74,0.2,6103.95,36623.69,0,0,0,0,2,1,1,True,500,6103.95,0.0,0,3,163,180.83333333333334,0,0,0,0,0,0
0,1,0,0,224595.02,0.1,22459.5,247054.52,0,0,0,0,2,1,1,True,500,22459.5,0.0,0,2,86,2240.29,0,0,0,0,0,0
0,0,0,0,4311.22,0.07,301.79,4613.01,0,0,0,0,1,1,1,True,999,301.79,0.0,0,3,172,24.909999999999997,0,0,0,0,0,0
0,2,0,0,41380.89,0.255,10552.13,51933.02,0,0,0,0,5,0,0,False,200,10552.13,0.0,0,5,181,162.56400000000002,0,0,0,0,0,0
0,0,0,0,17999.22,0.21,3779.84,21779.06,0,0,0,0,1,1,1,True,999,3779.84,0.0,0,5,417,44.815999999999995,0,0,0,0,0,0
0,0,0,0,13498.84,0.1,1349.88,14848.72,0,0,0,0,1,1,1,True,999,1349.88,0.0,0,13,541,235.09846153846155,0,0,0,0,0,0
0,2,0,0,91503.37,0.07,6405.24,97908.61,0,0,0,0,5,0,0,False,200,6405.24,0.0,0,8,406,312.04375,0,0,0,0,0,0
0,3,0,2,44669.46,0.09,4020.25,48689.71,0,0,0,0,6,1,0,False,100,4020.25,0.0,0,8,392,100.1475,0,0,0,0,0,0
0,5,0,3,106028.79,0.14,14844.03,120872.82,0,0,0,0,7,1,1,True,100,14844.03,0.0,0,3,161,24084.956666666665,0,0,0,0,0,0
0,2,0,0,248429.82,0.1,24842.98,273272.8,0,0,0,0,5,0,0,False,200,24842.98,0.0,0,5,190,1328.882,0,0,0,0,0,0
0,2,0,0,5171.29,0.13,672.27,5843.56,0,0,0,0,5,0,0,False,200,672.27,0.0,0,10,426,11.893,0,0,0,0,0,0
0,2,0,0,6861.39,0.25,1715.35,8576.74,0,0,0,0,5,0,0,False,200,1715.35,0.0,0,5,333,19.784,0,0,0,0,0,0
0,4,0,0,25704.03,0.07,2058.34,27762.37,0,0,0,0,8,1,1,True,500,1799.28,259.06,0,1,73,352.11,0,0,0,0,0,0
0,2,0,0,16141.76,0.07,1129.92,17271.68,0,0,0,0,5,0,0,False,200,1129.92,0.0,0,10,584,21.331,0,0,0,0,0,0
0,3,0,2,8965.69,0.0,0.0,8965.69,0,0,0,0,6,1,0,False,100,0.0,0.0,0,8,485,17.245,0,0,0,0,0,0
0,5,0,3,9091.64,0.06,545.5,9637.14,0,0,0,0,7,1,1,True,100,545.5,0.0,0,2,48,183.705,0,0,0,0,1,1
0,1,0,0,75677.96,0.21,15892.37,91570.33,0,0,0,0,2,1,1,True,500,15892.37,0.0,0,3,196,427.03666666666663,0,0,0,0,0,0
0,4,0,0,200442.91,0.06,12026.57,212469.48,0,0,0,0,8,1,1,True,500,12026.57,0.0,0,10,656,299.665,0,0,0,1,0,1
0,2,0,0,1939.72,0.06,116.38,2056.1,0,0,0,0,5,0,0,False,200,116.38,0.0,0,5,272,8.830000000000002,0,0,0,0,0,0
0,0,0,0,1827.38,0.2,365.48,2192.86,0,0,0,0,1,1,1,True,999,365.48,0.0,0,6,253,153.59166666666667,0,0,0,0,0,0
0,2,0,0,15795.89,0.19,3001.22,18797.11,0,0,0,0,5,0,0,False,200,3001.22,0.0,0,15,940,18.676666666666666,0,0,0,0,0,0
0,1,0,0,109042.85,0.2,21808.57,130851.42,0,0,0,0,2,1,1,True,500,21808.57,0.0,0,15,533,2553.8,0,0,0,0,0,0
0,3,0,2,121778.45,0.0,0.0,121778.45,0,0,0,0,6,1,0,False,100,0.0,0.0,0,8,437,331.515,0,0,0,0,0,0
0,2,0,0,122291.97,0.19,23235.47,145527.44,0,0,0,0,5,0,0,False,200,23235.47,0.0,0,15,759,148.39533333333333,0,0,0,0,0,0
0,2,0,0,6005.28,0.19,1141.0,7146.28,0,0,0,0,5,0,0,False,200,1141.0,0.0,0,3,117,125.41333333333334,0,0,0,0,0,0
0,1,0,0,17975.84,0.21,3774.93,21750.77,0,0,0,0,2,1,1,True,500,3774.93,0.0,0,2,130,129.505,0,0,0,0,0,0
0,1,0,0,113171.88,0.21,23766.09,136937.97,0,0,0,0,2,1,1,True,500,23766.09,0.0,0,3,160,520.2233333333334,0,0,0,0,0,0
0,2,0,0,133182.6,0.15,19977.39,153159.99,0,0,0,0,5,0,0,False,200,19977.39,0.0,0,3,184,605.4833333333332,0,0,0,0,0,0
0,3,0,2,4614.5,0.0,0.0,4614.5,0,0,0,0,6,1,0,False,100,0.0,0.0,0,2,45,80.03999999999999,0,0,0,0,0,0
0,1,0,0,205365.65,0.21,47853.47,253219.12,0,0,0,0,2,1,1,True,500,43126.79,4726.68,0,5,264,14291.606,0,0,0,0,0,0
0,1,0,0,80.36,0.12,8.64,89.0,0,0,0,0,2,1,1,True,500,9.64,1.0,0,2,26,4.36,0,0,0,0,0,0
0,2,0,0,216711.93,0.255,55261.54,271973.47,0,0,0,0,5,0,0,False,200,55261.54,0.0,0,3,126,1466.5233333333333,0,0,0,0,0,0
0,5,0,3,163714.88,0.1,16371.49,180086.37,0,0,0,0,7,1,1,True,100,16371.49,0.0,0,3,179,840.8366666666666,0,0,0,0,0,0
0,4,0,0,2567.26,0.07,179.71,2746.97,0,0,0,0,8,1,1,True,500,179.71,0.0,0,3,30,777.2333333333332,0,0,0,0,0,0
0,1,0,0,236428.36,0.2,47285.67,283714.03,0,0,0,0,2,1,1,True,500,47285.67,0.0,0,9,402,14966.832222222221,0,0,0,0,0,0
0,0,0,0,70148.04,0.07,4910.36,75058.4,0,0,0,0,1,1,1,True,999,4910.36,0.0,0,2,123,568.545,0,0,1,0,0,1
0,0,0,0,1567.79,0.21,329.24,1897.03,0,0,0,0,1,1,1,True,999,329.24,0.0,0,5,126,8.042,0,0,0,0,0,0
0,0,0,0,5617.09,0.19,1067.25,6684.34,0,0,0,0,1,1,1,True,999,1067.25,0.0,0,3,196,25.756666666666664,0,0,0,0,0,0
0,1,0,0,177019.31,0.21,37174.06,214193.37,0,0,0,0,2,1,1,True,500,37174.06,0.0,0,4,159,12396.78,0,0,0,0,0,0
0,2,0,0,117113.22,0.19,22251.51,139364.73,0,0,0,0,5,0,0,False,200,22251.51,0.0,0,5,269,416.372,0,0,0,0,0,0
0,0,0,0,3144.61,0.1,314.46,3459.07,0,0,0,0,1,1,1,True,999,314.46,0.0,0,4,74,637.94,0,0,0,0,0,0
0,4,0,0,236088.65,0.19,44856.84,280945.49,0,0,0,0,8,1,1,True,500,44856.84,0.0,0,8,333,697.07375,0,0,0,0,0,0
0,1,0,0,12397.41,0.09,1115.77,13513.18,0,0,0,0,2,1,1,True,500,1115.77,0.0,0,10,541,28.580000000000002,0,0,0,0,0,0
0,2,0,0,4184.3,0.13,543.96,4728.26,0,0,0,0,5,0,0,False,200,543.96,0.0,0,8,454,13.66375,0,0,0,0,0,0
0,1,0,0,17832.5,0.09,1604.92,19437.42,0,0,0,0,2,1,1,True,500,1604.92,0.0,0,2,86,7603.33,0,0,0,0,0,0
0,4,0,0,79009.97,0.19,15011.89,94021.86,0,0,0,0,8,1,1,True,500,15011.89,0.0,0,10,392,2176.589,0,0,0,0,0,0
0,4,0,0,13225.8,0.07,925.81,14151.61,0,0,0,0,8,1,1,True,500,925.81,0.0,0,1,67,197.4,0,0,1,0,0,1
0,0,0,2,14449.65,0.09,1300.47,15750.12,0,0,0,0,1,1,1,True,999,1300.47,0.0,0,5,23,2751.2200000000003,0,0,0,0,0,0
0,0,0,0,62906.19,0.19,11952.18,74858.37,0,0,0,0,1,1,1,True,999,11952.18,0.0,0,3,123,529.7,0,0,0,1,0,1
0,2,0,0,10333.85,0.21,2170.11,12503.96,0,0,0,0,5,0,0,False,200,2170.11,0.0,0,1,59,175.15,0,0,0,0,0,0
0,0,0,0,175773.51,0.09,15819.62,191593.13,0,0,0,0,1,1,1,True,999,15819.62,0.0,0,7,296,2455.9285714285716,0,0,0,0,0,0
0,5,0,3,81268.77,0.06,4876.13,86144.9,0,0,0,0,7,1,1,True,100,4876.13,0.0,0,8,458,1899.42,0,0,1,0,0,1
0,2,0,0,28281.69,0.21,5939.15,34220.84,0,0,0,0,5,0,0,False,200,5939.15,0.0,0,2,60,1155.255,0,0,0,0,1,1
0,0,0,0,5785.57,0.19,1099.26,6884.83,0,0,0,0,1,1,1,True,999,1099.26,0.0,0,9,255,225.61222222222221,0,0,0,0,0,0
0,1,0,0,118252.15,0.1,11825.22,130077.37,0,0,0,0,2,1,1,True,500,11825.22,0.0,0,7,376,2862.2971428571427,0,0,0,0,0,0
0,4,0,0,115008.55,0.07,8050.6,123059.15,0,0,0,0,8,1,1,True,500,8050.6,0.0,0,6,303,1736.926666666667,0,0,0,0,0,0
0,4,0,0,1060.01,0.06,63.6,1123.61,0,0,0,0,8,1,1,True,500,63.6,0.0,0,2,82,13.105,0,0,0,0,0,0
0,4,0,0,233435.75,0.19,44352.79,277788.54,0,0,0,0,8,1,1,True,500,44352.79,0.0,0,11,429,4431.221818181818,0,0,0,0,0,0
0,1,0,0,17100.36,0.1,1710.04,18810.4,0,0,0,0,2,1,1,True,500,1710.04,0.0,0,1,36,475.01,0,0,0,0,0,0
0,4,0,0,5850.88,0.25,1499.15,7350.03,0,0,0,0,8,1,1,True,500,1462.72,36.43,0,10,448,126.66199999999999,0,0,0,0,0,0
0,0,0,0,33689.08,0.07,2358.24,36047.32,0,0,0,0,1,1,1,True,999,2358.24,0.0,0,3,90,3923.433333333334,0,0,0,0,0,0
0,5,0,3,71597.07,0.07,5011.79,76608.86,0,0,0,0,7,1,1,True,100,5011.79,0.0,0,2,52,9600.285,0,0,0,0,0,0
0,1,0,0,3057.2,0.0,0.0,3057.2,0,0,0,0,2,1,1,True,500,0.0,0.0,0,3,140,30.17,0,0,0,0,0,0
0,0,0,0,92709.49,0.0,0.0,92709.49,0,0,0,0,1,1,1,True,999,0.0,0.0,0,2,93,1043.355,0,0,0,0,0,0
0,5,0,3,233177.05,0.0,0.0,233177.05,0,0,0,0,7,1,1,True,100,0.0,0.0,0,5,275,777.8779999999999,0,0,0,0,0,0
0,2,0,0,81680.68,0.07,5717.65,87398.33,0,0,0,0,5,0,0,False,200,5717.65,0.0,0,5,137,594.418,0,0,0,0,0,0
0,4,0,0,249621.68,0.2,49924.34,299546.02,0,0,0,0,8,1,1,True,500,49924.34,0.0,0,7,220,18918.324285714287,0,0,0,0,0,0
0,2,0,0,224431.82,0.07,15710.23,240142.05,0,0,0,0,5,0,0,False,200,15710.23,0.0,0,3,49,5016.393333333333,0,0,0,0,0,0
0,5,0,3,2504.57,0.06,150.27,2654.84,0,0,0,0,7,1,1,True,100,150.27,0.0,0,2,29,1153.6,0,0,0,0,0,0
0,5,0,3,67548.38,0.19,12834.19,80382.57,0,0,0,0,7,1,1,True,100,12834.19,0.0,0,3,99,4464.926666666666,0,0,0,0,0,0
0,5,0,3,14107.98,0.0,0.0,14107.98,0,0,0,0,7,1,1,True,100,0.0,0.0,0,5,221,611.75,0,0,0,0,0,0
0,0,0,0,17082.97,0.2,3416.59,20499.56,0,0,0,0,1,1,1,True,999,3416.59,0.0,0,3,128,116.77333333333333,0,0,0,0,0,0
0,0,0,0,2713.26,0.09,244.19,2957.45,0,0,0,0,1,1,1,True,999,244.19,0.0,0,3,123,32.82,0,0,0,0,0,0
0,0,0,0,2421.57,0.19,460.1,2881.67,0,0,0,0,1,1,1,True,999,460.1,0.0,0,1,53,45.69,0,0,0,0,0,0
0,1,0,0,543.96,0.09,48.96,592.92,0,0,0,0,2,1,1,True,500,48.96,0.0,0,2,81,5.5600000000000005,0,0,0,0,1,1
0,0,0,0,132570.96,0.07,8371.45,140942.41,0,0,0,0,1,1,1,True,999,9279.97,908.52,0,11,375,4008.360909090909,0,0,0,0,0,0
0,3,0,2,2353.64,0.09,218.97,2572.61,0,0,0,0,6,1,0,False,100,211.83,7.14,0,3,118,43.77333333333333,0,0,0,0,0,0
0,3,0,2,5667.38,0.0,0.0,5667.38,0,0,0,0,6,1,0,False,100,0.0,0.0,0,2,78,74.07,0,0,0,0,0,0
0,4,0,0,244615.2,0.19,46476.89,291092.09,0,0,0,0,8,1,1,True,500,46476.89,0.0,0,16,473,7699.065625,0,0,0,0,0,0
0,3,0,2,203101.88,0.0,0.0,203101.88,0,0,0,0,6,1,0,False,100,0.0,0.0,0,8,315,590.67875,0,0,0,0,0,0
0,2,0,0,23920.21,0.19,4328.64,28248.85,0,0,0,0,5,0,0,False,200,4544.84,216.2,0,3,137,163.97666666666666,0,0,0,0,0,0
0,4,0,0,215116.06,0.026,5593.02,220709.08,0,0,0,0,8,1,1,True,500,5593.02,0.0,0,2,44,37190.18,0,0,0,0,0,0
0,1,0,0,199019.43,0.09,17911.75,216931.18,0,0,0,0,2,1,1,True,500,17911.75,0.0,0,6,139,20042.236666666668,0,0,0,0,0,0
0,4,0,0,2586.83,0.07,181.08,2767.91,0,0,0,0,8,1,1,True,500,181.08,0.0,0,5,155,140.678,0,0,0,0,0,0
0,0,0,0,49568.51,0.21,10409.39,59977.9,0,0,0,0,1,1,1,True,999,10409.39,0.0,0,5,327,140.406,0,0,0,0,0,0
0,3,0,2,-5741.57,0.09,-516.74,-6258.31,0,0,0,0,6,1,0,False,100,-516.74,0.0,0,10,538,15.751000000000001,0,0,0,0,0,0
0,0,0,0,55736.46,0.19,10589.93,66326.39,0,0,0,0,1,1,1,True,999,10589.93,0.0,0,1,1,55736.46,0,0,0,0,0,0
0,1,0,0,33810.63,0.0,0.0,33810.63,0,0,0,0,2,1,1,True,500,0.0,0.0,0,5,221,135.49200000000002,0,0,0,0,0,0
0,0,0,0,68624.6,0.1,6862.46,75487.06,0,0,0,0,1,1,1,True,999,6862.46,0.0,0,7,261,1521.6971428571428,0,0,0,0,0,0
0,3,0,2,186072.97,0.0,0.0,186072.97,0,0,0,0,6,1,0,False,100,0.0,0.0,0,5,172,1304.182,0,0,0,0,0,0
0,2,0,0,102532.66,0.19,19481.21,122013.87,0,0,0,0,5,0,0,False,200,19481.21,0.0,0,20,1002,101.4375,0,0,0,0,0,1
0,1,0,0,143621.33,0.1,14362.13,157983.46,0,0,0,0,2,1,1,True,500,14362.13,0.0,0,11,363,2162.1345454545453,0,0,0,0,0,0
0,2,0,0,8163.26,0.19,1551.02,9714.28,0,0,0,0,5,0,0,False,200,1551.02,0.0,0,5,251,30.46,0,0,0,0,0,0
0,1,0,0,105760.66,0.055,5816.84,111577.5,0,0,0,0,2,1,1,True,500,5816.84,0.0,0,2,64,47194.62,0,0,0,0,0,0
0,2,0,0,24693.67,0.19,4691.8,29385.47,0,0,0,0,5,0,0,False,200,4691.8,0.0,0,2,93,263.52,0,0,0,0,0,0
0,2,0,0,130467.62,0.19,24788.85,155256.47,0,0,0,0,5,0,0,False,200,24788.85,0.0,0,3,155,856.0233333333332,0,0,0,0,0,0
0,1,0,0,2422.84,0.055,133.26,2556.1,0,0,0,0,2,1,1,True,500,133.26,0.0,0,2,71,34.525000000000006,0,0,1,0,0,1
0,4,0,0,72060.79,0.2,14412.16,86472.95,0,0,0,0,8,1,1,True,500,14412.16,0.0,0,5,293,203.518,0,0,0,0,0,0
0,3,0,2,38477.04,0.0,0.0,38477.04,0,0,0,0,6,1,0,False,100,0.0,0.0,0,5,300,115.354,0,0,0,0,0,0
0,1,0,0,116173.42,0.1,11617.34,127790.76,0,0,0,0,2,1,1,True,500,11617.34,0.0,0,3,17,6151.02,0,0,0,0,0,0
0,2,0,0,2814.88,0.19,534.83,3349.71,0,0,0,0,5,0,0,False,200,534.83,0.0,0,3,160,19.503333333333334,0,0,0,0,0,0
0,3,0,2,9665.1,0.0,0.0,9665.1,0,0,0,0,6,1,0,False,100,0.0,0.0,0,8,369,33.34375,0,0,0,0,0,0
0,0,0,0,14030.46,0.19,2665.79,16696.25,0,0,0,0,1,1,1,True,999,2665.79,0.0,0,4,169,277.33,0,0,0,0,0,0
0,3,0,2,136814.78,0.09,12313.33,149128.11,0,0,0,0,6,1,0,False,100,12313.33,0.0,0,2,55,2067.545,0,0,0,0,0,0
0,1,0,0,118475.49,0.13,15401.81,133877.3,0,0,0,0,2,1,1,True,500,15401.81,0.0,0,9,464,321.56333333333333,0,0,0,0,0,0
0,1,0,0,21917.06,0.2,4383.41,26300.47,0,0,0,0,2,1,1,True,500,4383.41,0.0,0,2,92,3731.53,0,0,0,0,0,0
0,5,0,3,6516.45,0.06,390.99,6907.44,0,0,0,0,7,1,1,True,100,390.99,0.0,0,1,81,80.45,0,0,0,0,0,0
0,2,0,0,180919.87,0.07,12664.39,193584.26,0,0,0,0,5,0,0,False,200,12664.39,0.0,0,20,892,160.385,0,0,0,0,0,0
0,4,0,0,124429.24,0.19,23641.56,148070.8,0,0,0,0,8,1,1,True,500,23641.56,0.0,0,3,36,30764.373333333333,0,0,0,0,0,0
0,1,0,0,4089.81,0.21,792.31,4882.12,0,0,0,0,2,1,1,True,500,858.86,66.55,0,7,331,122.36428571428571,0,0,0,0,0,0
0,5,0,3,13260.93,0.06,795.66,14056.59,0,0,0,0,7,1,1,True,100,795.66,0.0,0,4,210,875.9375,0,0,0,0,0,0
0,3,0,2,158534.46,0.0,0.0,158534.46,0,0,0,0,6,1,0,False,100,0.0,0.0,0,5,212,962.36,0,0,0,0,0,0
0,1,0,0,204043.16,0.2,40808.63,244851.79,0,0,0,0,2,1,1,True,500,40808.63,0.0,0,19,761,3904.786842105263,0,0,0,0,0,0
0,4,0,0,72807.21,0.2,14561.44,87368.65,0,0,0,0,8,1,1,True,500,14561.44,0.0,0,2,79,1007.595,0,0,0,0,0,0
0,2,0,0,1454.93,0.06,87.3,1542.23,0,0,0,0,5,0,0,False,200,87.3,0.0,0,2,51,17.63,0,0,0,0,0,0
0,0,0,0,17537.56,0.07,1227.63,18765.19,0,0,0,0,1,1,1,True,999,1227.63,0.0,0,2,89,7506.845,0,0,0,0,0,0
0,2,0,0,42758.21,0.07,2993.07,45751.28,0,0,0,0,5,0,0,False,200,2993.07,0.0,0,5,277,145.784,0,0,0,0,0,0
0,0,0,0,30709.47,0.09,2763.85,33473.32,0,0,0,0,1,1,1,True,999,2763.85,0.0,0,3,182,167.66,0,0,0,0,0,0
0,1,0,0,62067.02,0.1,6206.7,68273.72,0,0,0,0,2,1,1,True,500,6206.7,0.0,0,3,129,11071.606666666667,0,0,0,0,0,0
0,0,0,0,108621.75,0.026,2824.17,111445.92,0,0,0,0,1,1,1,True,999,2824.17,0.0,0,3,219,598.7733333333333,0,0,0,0,0,0
0,0,0,0,103861.48,0.055,5712.38,109573.86,0,0,0,0,1,1,1,True,999,5712.38,0.0,0,2,162,685.76,0,0,0,0,0,0
0,4,0,0,2856.22,0.19,542.68,3398.9,0,0,0,0,8,1,1,True,500,542.68,0.0,0,2,59,33.644999999999996,0,0,0,0,0,0
0,3,0,2,69237.09,0.19,13155.05,82392.14,0,0,0,0,6,1,0,False,100,13155.05,0.0,0,15,743,129.33666666666667,0,0,0,0,0,0
