target_format,syntax,line_item_structure,invoice_id,seller_id,buyer_id,issue_date,currency,subtotal,tax_amount,total_amount,seller_vat,buyer_vat,EndpointID,line_items,credit_note_status,VATID,line_items.invoice_lines,UEN,payment_reference,CompanyID,delivery_date,RegistrationNo
F_PINT_MY,UBL,nested,INV-TST-00142,MERI-6905,PERD-9129,2025-11-08,MYR,238907.79,0.0,238907.79,SG970812620K,MY27429968550,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Network Switch 48-Port PoE+', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'UPS 3000VA Rackmount', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Cloud Hosting Monthly', 'price': 0, 'qty': 1}}}]",,,,2025-12-07,SG970812620K
F_PINT_SG,UBL,flat,INV-TST-00143,HARM-1388,TEMA-3361,2024-02-28,SGD,5307.66,318.46,5626.12,MY055064182030,SG660779329G,,[],SUPPORTED,,,MY055064182030,,,,
F_FACTURX,CII,nested,INV-TST-00144,HOFF-4896,DUPO-7836,2025-09-19,EUR,39573.89,2770.17,42344.06,DE321644712,FRFW789563276,,,SUPPORTED,DE321644712,"[{'line': {'id': '1', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}]",,,,,
F_PINT_SG,UBL,flat,INV-TST-00145,WIRA-5170,MERI-9961,2025-05-23,SGD,29979.42,2997.94,32977.36,MY35000397843,SG519205673K,,[],SUPPORTED,,,MY35000397843,,,,
F_PEPPOL,UBL,nested,INV-TST-00146,HOFF-7143,SMIT-2698,2025-09-02,EUR,10842.9,759.0,11601.9,DEAAAAA,NL446466291B47,,"[{'line_id': 1, 'description': 'Thermal Paste Arctic MX-6 4g', 'quantity': 79, 'unit': 'EA', 'unit_price': 9.14, 'line_total': 722.06}, {'line_id': 2, 'description': 'Heat Sink Aluminum 40x40x20', 'quantity': 53, 'unit': 'EA', 'unit_price': 4.52, 'line_total': 239.56}, {'line_id': 3, 'description': 'Power Supply Module 24V/10A', 'quantity': 30, 'unit': 'EA', 'unit_price': 77.47, 'line_total': 2324.1}, {'line_id': 4, 'description': 'Power Supply Module 24V/10A', 'quantity': 88, 'unit': 'EA', 'unit_price': 78.12, 'line_total': 6874.56}, {'line_id': 5, 'description': 'EMI Shielding Gasket 100mm', 'quantity': 93, 'unit': 'EA', 'unit_price': 7.34, 'line_total': 682.62}]",SUPPORTED,,,,PAY-626438-00146,DEAAAAA,,
F_XREC_UBL,UBL,flat,INV-TST-00147,HARM-8226,KRÜG-2449,2025-06-23,EUR,2211.92,132.72,2344.64,MY16835173311,DE702034401,MY16835173311,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00148,STEI-1502,BAKK-2417,2024-12-10,EUR,180515.83,18051.58,198567.41,ATU14713262,NL730109434B89,,"[{'line_id': 1, 'description': 'Software License Enterprise Annual', 'quantity': 72, 'unit': 'EA', 'unit_price': 1327.5, 'line_total': 95580.0}, {'line_id': 2, 'description': 'Cloud Hosting Monthly', 'quantity': 27, 'unit': 'EA', 'unit_price': 334.22, 'line_total': 9023.94}, {'line_id': 3, 'description': 'CAT6A Cable 305m Box', 'quantity': 42, 'unit': 'EA', 'unit_price': 135.99, 'line_total': 5711.58}, {'line_id': 4, 'description': 'IT Consultation', 'quantity': 61, 'unit': 'HUR', 'unit_price': 121.75, 'line_total': 7426.75}, {'line_id': 5, 'description': 'Assembly Group 5', 'quantity': 1, 'unit': 'EA', 'unit_price': 62773.56, 'line_total': 62773.56, 'sub_items': [{'line_id': '5.1', 'description': 'Cloud Hosting Monthly', 'quantity': 17, 'unit': 'EA', 'unit_price': 429.7, 'line_total': 7304.9}, {'line_id': '5.2', 'description': 'CAT6A Cable 305m Box', 'quantity': 48, 'unit': 'EA', 'unit_price': 176.89, 'line_total': 8490.72}, {'line_id': '5.3', 'description': 'Software License Enterprise Annual', 'quantity': 12, 'unit': 'EA', 'unit_price': 2753.04, 'line_total': 33036.48}, {'line_id': '5.4', 'description': 'Software License Enterprise Annual', 'quantity': 22, 'unit': 'EA', 'unit_price': 2392.7, 'line_total': 52639.4}]}]",SUPPORTED,,,,PAY-743942-00148,ATU14713262,,
F_PEPPOL,UBL,nested,INV-TST-00149,DUPO-9461,,2025-07-11,EUR,37949.04,2087.2,40036.24,FRNM311690216,BE0656287024,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}]",,PAY-738031-00149,FRNM311690216,,
F_PINT_MY,UBL,nested,INV-TST-00150,MERI-5637,WIRA-8479,2025-06-12,MYR,1961.68,176.55,2138.23,SG439990198Z,MY75521215633,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}]",,,,2025-07-11,SG439990198Z
F_XREC_UBL,UBL,flat,INV-TST-00151,DE-3811,SCHN-5060,2025-10-16,EUR,194399.45,17495.95,211895.4,NL017149493B93,DE871669862,NL017149493B93,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00152,KRÜG-1154,DE-2154,2025-04-19,EUR,561.15,39.28,600.43,DE817290710,NL005792039B24,,"[{'line_id': 1, 'description': 'EMI Shielding Gasket 100mm', 'quantity': 80, 'unit': 'EA', 'unit_price': 6.31, 'line_total': 504.8}, {'line_id': 2, 'description': 'Thermal Paste Arctic MX-6 4g', 'quantity': 5, 'unit': 'EA', 'unit_price': 11.27, 'line_total': 56.35}]",SUPPORTED,,,,,DE817290710,,
F_FACTURX,CII,nested,INV-TST-00153,SELL-30688,MORE-3898,2024-07-04,EUR,4391.65,658.75,5050.4,NO527481588MVA,FRET219189914,,,SUPPORTED,NO527481588MVA,"[{'line': {'id': '1', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00154,SMIT-3615,FISC-9795,2025-07-28,EUR,4595.96,965.15,5561.11,NL106046621B00,DE987734789,NL106046621B00,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00155,SELL-77971,HOFF-4853,2024-10-05,EUR,123896.34,14867.56,138763.9,SE607608404387,DE810642845,SE607608404387,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00156,DIJK-4710,VAN-1607,2024-09-07,EUR,180751.14,16267.6,197018.74,NL472639667B65,BE0921503304,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Assembly Group 3', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Assembly Group 5', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Assembly Group 10', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}]",,PAY-612240-00156,NL472639667B65,,
F_FACTURX,CII,nested,INV-TST-00157,SCHM-4778,BERN-3787,2024-09-11,EUR,112574.83,7880.24,120455.07,DE109490238,FRMQ729971774,,,SUPPORTED,DE109490238,"[{'line': {'id': '1', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Patent Filing Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Quality Management Certification', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00158,SELL-54813,SCHN-1782,2024-11-16,EUR,222.12,26.65,248.77,NO642016244MVA,DE111942878,NO642016244MVA,[],SUPPORTED,,,,,,,
F_PINT_MY,UBL,nested,INV-TST-00159,LION-8904,BEST-4573,2025-03-14,MYR,151996.59,13679.69,165676.28,SG966194784C,MY469948732729,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Steel Sheet 2mm 1000x2000mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '16', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}, {'line': {'id': '17', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '18', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '19', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '20', 'item_details': {'description': 'CNC Machining Service', 'price': 0, 'qty': 1}}}]",,,,2025-04-13,SG966194784C
F_PINT_SG,UBL,flat,INV-TST-00160,PETI-6304,TEMA-2097,2025-04-25,SGD,23318.24,1282.5,24600.74,FRJW844385087,SG550941815A,,[],SUPPORTED,,,FRJW844385087,,,,
F_PEPPOL,UBL,nested,INV-TST-00161,HOFF-1801,VAN-4923,2025-01-16,EUR,8896.64,1690.36,10587.0,DE372029789,BE0330908832,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Precision Ground Shaft 25mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Industrial Gasket Set DN50', 'price': 0, 'qty': 1}}}]",,PAY-840094-00161,DE372029789,,
F_FACTURX,CII,nested,INV-TST-00162,SELL-96280,MART-3031,2025-12-10,EUR,113620.33,11362.03,124982.36,FI04438752,FRVW274895124,,,SUPPORTED,FI04438752,"[{'line': {'id': '1', 'item_details': {'description': 'Patent Filing Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Market Research Report', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Translation Service EN-DE', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Patent Filing Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Translation Service EN-DE', 'price': 0, 'qty': 1}}}]",,,,,
F_FACTURX,CII,nested,INV-TST-00163,SELL-10020,DUPO-1179,2024-10-25,EUR,133665.04,33416.26,167081.3,SE584868463557,FRL8517032596,,,SUPPORTED,SE584868463557,"[{'line': {'id': '1', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Cloud Hosting Monthly', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}]",,,,,
F_FACTURX,CII,nested,INV-TST-00164,HOFF-8644,MORE-7204,2025-05-03,EUR,94161.22,6591.29,100752.51,DE429028911,FRQ3272867339,,,SUPPORTED,DE429028911,"[{'line': {'id': '1', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00165,FISC-4666,SMIT-3274,2024-01-23,EUR,6144.56,430.12,6574.68,DE038780863,NL158424817B42,,"[{'line_id': 1, 'description': 'Power Supply Module 24V/10A', 'quantity': 43, 'unit': 'EA', 'unit_price': 67.34, 'line_total': 2895.62}, {'line_id': 2, 'description': 'Assembly Group 2', 'quantity': 1, 'unit': 'EA', 'unit_price': 2590.52, 'line_total': 2590.52, 'sub_items': [{'line_id': '2.1', 'description': 'Wire Harness Custom 12-Pin', 'quantity': 25, 'unit': 'EA', 'unit_price': 18.56, 'line_total': 464.0}, {'line_id': '2.2', 'description': 'Power Supply Module 24V/10A', 'quantity': 33, 'unit': 'EA', 'unit_price': 64.44, 'line_total': 2126.52}]}, {'line_id': 3, 'description': 'Thermal Paste Arctic MX-6 4g', 'quantity': 58, 'unit': 'EA', 'unit_price': 8.41, 'line_total': 487.78}, {'line_id': 4, 'description': 'Wire Harness Custom 12-Pin', 'quantity': 12, 'unit': 'EA', 'unit_price': 14.22, 'line_total': 170.64}]",SUPPORTED,,,,PAY-500381-00165,DE038780863,,
F_XREC_UBL,UBL,flat,INV-TST-00166,MORE-3995,WEBE-9224,2025-06-13,EUR,603.64,33.2,636.84,FRNQ214994031,DE757352660,FRNQ214994031,[],SUPPORTED,,,,,,,
F_PINT_MY,UBL,nested,INV-TST-00167,ORCH-7452,HARM-3231,2025-06-30,MYR,128254.04,0.0,128254.04,9849300,MY715997267389,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Market Research Report', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Translation Service EN-DE', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Compliance Training Workshop', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Translation Service EN-DE', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Market Research Report', 'price': 0, 'qty': 1}}}]",,,,2025-07-18,9849300
F_FACTURX,CII,nested,INV-TST-00168,KRÜG-3201,BERN-3282,2025-12-26,EUR,21131.4,1479.2,22610.6,DE390406546,FRHF357944388,,,SUPPORTED,DE390406546,"[{'line': {'id': '1', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}]",,,,,
F_FACTURX,CII,nested,INV-TST-00169,WEBE-3424,MART-4358,2024-07-17,EUR,24474.68,4650.19,29124.87,DE174852840,FRC6156787577,,,SUPPORTED,DE174852840,"[{'line': {'id': '1', 'item_details': {'description': 'EMI Shielding Gasket 100mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Wire Harness Custom 12-Pin', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'EMI Shielding Gasket 100mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Thermal Paste Arctic MX-6 4g', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Wire Harness Custom 12-Pin', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00170,SELL-98215,HOFF-7279,2025-07-24,EUR,206475.18,52651.17,259126.35,FI58418882,DE355497332,FI58418882,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00171,BAKK-7943,LEFE-6666,2025-11-14,EUR,4044.3,363.99,4408.29,NL821872360B20,FRTM698736949,,,SUPPORTED,NL821872360B20,"[{'line': {'id': '1', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Wire Harness Custom 12-Pin', 'price': 0, 'qty': 1}}}]",,,,,
F_PINT_MY,UBL,nested,INV-TST-00172,MERI-5937,HARM-8687,2025-01-15,MYR,30843.8,2775.94,33619.74,SG771000055M,MY95731346027,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Aluminum Extrusion Profile 40x40', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Hydraulic Cylinder HZ-400', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Pneumatic Actuator DA-63', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Ball Bearing SKF 6205-2RS', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Welding Wire 1.2mm 15kg', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Stainless Steel Bolt M12x60', 'price': 0, 'qty': 1}}}]",,,,2025-02-11,SG771000055M
F_PEPPOL,UBL,nested,INV-TST-00173,SELL-77556,DE-1381,2024-05-30,EUR,763.2,106.85,870.05,FI23300211,NL786732320B07,,"[{'line_id': 1, 'description': 'Thermal Paste Arctic MX-6 4g', 'quantity': 90, 'unit': 'EA', 'unit_price': 8.48, 'line_total': 763.2}]",SUPPORTED,,,,PAY-482727-00173,FI23300211,,
F_XREC_UBL,UBL,flat,INV-TST-00174,CONT-2318,HOFF-8074,2025-09-25,EUR,172938.88,38046.55,210985.43,IT46892996799,DE013975033,IT46892996799,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00175,HARM-2865,SCHN-1827,2024-08-26,EUR,3883.7,233.02,4116.72,MY27983023487,DE685981400,MY27983023487,[],SUPPORTED,,,,,,,
