invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date,corrected_fields
INV-TST-00157,xrechnung_cii,FR,SCHM-4778,BERN-3787,2024-09-11,EUR,112574.83,0.07,7880.24,120455.07,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""HR Recruitment Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Patent Filing Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Quality Management Certification"", ""price"": 0, ""qty"": 1}}}]}",DE109490238,FRMQ729971774,PAY-828247-00157,2024-09-28,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00158,peppol_bis_3,DE,SELL-54813,SCHN-1782,2024-11-16,EUR,222.12,0.12,26.65,248.77,"[{""line_id"": 1, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 16, ""unit"": ""EA"", ""unit_price"": 9.42, ""line_total"": 150.72}, {""line_id"": 2, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 51, ""unit"": ""EA"", ""unit_price"": 1.4, ""line_total"": 71.4}]",NO642016244MVA,DE111942878,PAY-327774-00158,2024-12-11,{}
INV-TST-00159,pint_sg,MY,LION-8904,BEST-4573,2025-03-14,MYR,151996.59,0.09,13679.69,165676.28,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""16"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""17"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""18"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""19"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""20"", ""item_details"": {""description"": ""CNC Machining Service"", ""price"": 0, ""qty"": 1}}}]}",SG966194784C,MY469948732729,PAY-147911-00159,2025-04-13,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00160,facturx,SG,PETI-6304,TEMA-2097,2025-04-25,SGD,23318.24,0.055,1282.5,24600.74,"[{""line_id"": 1, ""description"": ""Steel Sheet 2mm 1000x2000mm"", ""quantity"": 58, ""unit"": ""EA"", ""unit_price"": 104.3, ""line_total"": 6049.4}, {""line_id"": 2, ""description"": ""Industrial Gasket Set DN50"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 26.69, ""line_total"": 373.66}, {""line_id"": 3, ""description"": ""Precision Ground Shaft 25mm"", ""quantity"": 10, ""unit"": ""MTR"", ""unit_price"": 86.62, ""line_total"": 866.2}, {""line_id"": 4, ""description"": ""Steel Sheet 2mm 1000x2000mm"", ""quantity"": 10, ""unit"": ""EA"", ""unit_price"": 78.25, ""line_total"": 782.5}, {""line_id"": 5, ""description"": ""CNC Machining Service"", ""quantity"": 75, ""unit"": ""HUR"", ""unit_price"": 134.7, ""line_total"": 10102.5}, {""line_id"": 6, ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 64, ""unit"": ""MTR"", ""unit_price"": 39.6, ""line_total"": 2534.4}, {""line_id"": 7, ""description"": ""Aluminum Extrusion Profile 40x40"", ""quantity"": 66, ""unit"": ""MTR"", ""unit_price"": 38.89, ""line_total"": 2566.74}, {""line_id"": 8, ""description"": ""Stainless Steel Bolt M12x60"", ""quantity"": 21, ""unit"": ""EA"", ""unit_price"": 2.04, ""line_total"": 42.84}]",FRJW844385087,SG550941815A,PAY-726530-00160,2025-05-14,{}
INV-TST-00161,xrechnung_ubl,BE,HOFF-1801,VAN-4923,2025-01-16,EUR,8896.64,0.19,1690.36,10587.0,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Industrial Gasket Set DN50"", ""price"": 0, ""qty"": 1}}}]}",DE372029789,BE0330908832,PAY-840094-00161,2025-02-01,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00162,peppol_bis_3,FR,SELL-96280,MART-3031,2025-12-10,EUR,113620.33,0.1,11362.03,124982.36,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Patent Filing Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""HR Recruitment Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Market Research Report"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Patent Filing Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}]}",FI04438752,FRVW274895124,PAY-807996-00162,2025-12-15,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00163,peppol_bis_3,FR,SELL-10020,DUPO-1179,2024-10-25,EUR,133665.04,0.25,33416.26,167081.3,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Server Rack Unit 42U"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Cybersecurity Audit"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""CAT6A Cable 305m Box"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Cloud Hosting Monthly"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}]}",SE584868463557,FRL8517032596,PAY-544963-00163,2024-11-04,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00164,xrechnung_ubl,FR,HOFF-8644,MORE-7204,2025-05-03,EUR,94161.22,0.07,6591.29,100752.51,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Ergonomic Office Chair Pro"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""LED Desk Lamp Adjustable"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Standing Desk Electric 160x80"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Desk Organizer Set 5-Piece"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Desk Organizer Set 5-Piece"", ""price"": 0, ""qty"": 1}}}]}",DE429028911,FRQ3272867339,PAY-757568-00164,2025-05-07,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00165,xrechnung_cii,NL,FISC-4666,SMIT-3274,2024-01-23,EUR,6144.56,0.07,430.12,6574.68,"[{""line_id"": 1, ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 43, ""unit"": ""EA"", ""unit_price"": 67.34, ""line_total"": 2895.62}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 2590.52, ""line_total"": 2590.52, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 25, ""unit"": ""EA"", ""unit_price"": 18.56, ""line_total"": 464.0}, {""line_id"": ""2.2"", ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 33, ""unit"": ""EA"", ""unit_price"": 64.44, ""line_total"": 2126.52}]}, {""line_id"": 3, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 58, ""unit"": ""EA"", ""unit_price"": 8.41, ""line_total"": 487.78}, {""line_id"": 4, ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 14.22, ""line_total"": 170.64}]",DE038780863,NL158424817B42,PAY-500381-00165,2024-02-20,{}
INV-TST-00166,facturx,DE,MORE-3995,WEBE-9224,2025-06-13,EUR,603.64,0.055,33.2,636.84,"[{""line_id"": 1, ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 6.16, ""line_total"": 320.32}, {""line_id"": 2, ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 36, ""unit"": ""EA"", ""unit_price"": 7.87, ""line_total"": 283.32}]",FRNQ214994031,DE757352660,PAY-655005-00166,2025-06-14,{}
INV-TST-00167,pint_sg,MY,ORCH-7452,HARM-3231,2025-06-30,MYR,128254.04,0.0,0.0,128254.04,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Market Research Report"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Compliance Training Workshop"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Translation Service EN-DE"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Market Research Report"", ""price"": 0, ""qty"": 1}}}]}",9849300,MY715997267389,PAY-964470-00167,2025-07-18,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00168,xrechnung_cii,FR,KRÜG-3201,BERN-3282,2025-12-26,EUR,21131.4,0.07,1479.2,22610.6,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}]}",DE390406546,FRHF357944388,PAY-583194-00168,2026-01-11,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00169,xrechnung_cii,FR,WEBE-3424,MART-4358,2024-07-17,EUR,24474.68,0.19,4650.19,29124.87,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Wire Harness Custom 12-Pin"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Thermal Paste Arctic MX-6 4g"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Wire Harness Custom 12-Pin"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Connector USB-C Female PCB"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}]}",DE174852840,FRC6156787577,PAY-290322-00169,2024-08-10,"{""tax_amount"": 4650.19, ""total_amount"": 29124.87, ""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00170,peppol_bis_3,DE,SELL-98215,HOFF-7279,2025-07-24,EUR,206475.18,0.255,52651.17,259126.35,"[{""line_id"": 1, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 53, ""unit"": ""EA"", ""unit_price"": 81.52, ""line_total"": 4320.56}, {""line_id"": 2, ""description"": ""IT Consultation"", ""quantity"": 34, ""unit"": ""HUR"", ""unit_price"": 74.97, ""line_total"": 2548.98}, {""line_id"": 3, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 37, ""unit"": ""EA"", ""unit_price"": 462.15, ""line_total"": 17099.55}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 3336.42, ""line_total"": 3336.42, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Data Migration Service"", ""quantity"": 1, ""unit"": ""HUR"", ""unit_price"": 321.57, ""line_total"": 321.57}, {""line_id"": ""4.2"", ""description"": ""IT Consultation"", ""quantity"": 43, ""unit"": ""HUR"", ""unit_price"": 189.71, ""line_total"": 8157.53}]}, {""line_id"": 5, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 51, ""unit"": ""EA"", ""unit_price"": 334.87, ""line_total"": 17078.37}, {""line_id"": 6, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 489.38, ""line_total"": 8319.46}, {""line_id"": 7, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 30, ""unit"": ""EA"", ""unit_price"": 215.39, ""line_total"": 6461.7}, {""line_id"": 8, ""description"": ""Software License Enterprise Annual"", ""quantity"": 25, ""unit"": ""EA"", ""unit_price"": 971.83, ""line_total"": 24295.75}, {""line_id"": 9, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 4, ""unit"": ""EA"", ""unit_price"": 69.59, ""line_total"": 278.36}, {""line_id"": 10, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 44, ""unit"": ""EA"", ""unit_price"": 74.98, ""line_total"": 3299.12}, {""line_id"": 11, ""description"": ""Assembly Group 11"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 28745.89, ""line_total"": 28745.89, ""sub_items"": [{""line_id"": ""11.1"", ""description"": ""Cloud Hosting Monthly"", ""quantity"": 12, ""unit"": ""EA"", ""unit_price"": 556.08, ""line_total"": 6672.96}, {""line_id"": ""11.2"", ""description"": ""IT Consultation"", ""quantity"": 15, ""unit"": ""HUR"", ""unit_price"": 172.13, ""line_total"": 2581.95}, {""line_id"": ""11.3"", ""description"": ""Software License Enterprise Annual"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 2694.8, ""line_total"": 53896.0}, {""line_id"": ""11.4"", ""description"": ""Server Rack Unit 42U"", ""quantity"": 7, ""unit"": ""EA"", ""unit_price"": 1414.76, ""line_total"": 9903.32}]}, {""line_id"": 12, ""description"": ""Server Rack Unit 42U"", ""quantity"": 49, ""unit"": ""EA"", ""unit_price"": 520.28, ""line_total"": 25493.72}, {""line_id"": 13, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 74, ""unit"": ""EA"", ""unit_price"": 87.27, ""line_total"": 6457.98}, {""line_id"": 14, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 90, ""unit"": ""EA"", ""unit_price"": 183.68, ""line_total"": 16531.2}, {""line_id"": 15, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 76, ""unit"": ""EA"", ""unit_price"": 344.67, ""line_total"": 26194.92}, {""line_id"": 16, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 35, ""unit"": ""EA"", ""unit_price"": 457.52, ""line_total"": 16013.2}]",FI58418882,DE355497332,PAY-597423-00170,2025-07-30,{}
INV-TST-00171,nlcius,FR,BAKK-7943,LEFE-6666,2025-11-14,EUR,4044.3,0.09,363.99,4408.29,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Connector USB-C Female PCB"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Wire Harness Custom 12-Pin"", ""price"": 0, ""qty"": 1}}}]}",NL821872360B20,FRTM698736949,PAY-115262-00171,,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00172,pint_sg,MY,MERI-5937,HARM-8687,2025-01-15,MYR,30843.8,0.09,2775.94,33619.74,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Aluminum Extrusion Profile 40x40"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Hydraulic Cylinder HZ-400"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Ball Bearing SKF 6205-2RS"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Pneumatic Actuator DA-63"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Ball Bearing SKF 6205-2RS"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Welding Wire 1.2mm 15kg"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""Stainless Steel Bolt M12x60"", ""price"": 0, ""qty"": 1}}}]}",SG771000055M,MY95731346027,PAY-826856-00172,2025-02-11,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00173,peppol_bis_3,NL,SELL-77556,DE-1381,2024-05-30,EUR,763.2,0.14,106.85,870.05,"[{""line_id"": 1, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 90, ""unit"": ""EA"", ""unit_price"": 8.48, ""line_total"": 763.2}]",FI23300211,NL786732320B07,PAY-482727-00173,2024-06-02,{}
INV-TST-00174,peppol_bis_3,DE,CONT-2318,HOFF-8074,2025-09-25,EUR,172938.88,0.22,38046.55,210985.43,"[{""line_id"": 1, ""description"": ""Data Migration Service"", ""quantity"": 19, ""unit"": ""HUR"", ""unit_price"": 61.38, ""line_total"": 1166.22}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 3546.76, ""line_total"": 3546.76, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 167.24, ""line_total"": 5351.68}, {""line_id"": ""2.2"", ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 40, ""unit"": ""EA"", ""unit_price"": 218.71, ""line_total"": 8748.4}]}, {""line_id"": 3, ""description"": ""Assembly Group 3"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1187.64, ""line_total"": 1187.64, ""sub_items"": [{""line_id"": ""3.1"", ""description"": ""IT Consultation"", ""quantity"": 4, ""unit"": ""HUR"", ""unit_price"": 215.86, ""line_total"": 863.44}, {""line_id"": ""3.2"", ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 192.9, ""line_total"": 3858.0}]}, {""line_id"": 4, ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 45.07, ""line_total"": 1532.38}, {""line_id"": 5, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 58, ""unit"": ""EA"", ""unit_price"": 101.01, ""line_total"": 5858.58}, {""line_id"": 6, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 98, ""unit"": ""EA"", ""unit_price"": 330.14, ""line_total"": 32353.72}, {""line_id"": 7, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 96, ""unit"": ""EA"", ""unit_price"": 179.92, ""line_total"": 17272.32}, {""line_id"": 8, ""description"": ""IT Consultation"", ""quantity"": 27, ""unit"": ""HUR"", ""unit_price"": 40.09, ""line_total"": 1082.43}, {""line_id"": 9, ""description"": ""CAT6A Cable 305m Box"", ""quantity"": 23, ""unit"": ""EA"", ""unit_price"": 42.18, ""line_total"": 970.14}, {""line_id"": 10, ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 314.11, ""line_total"": 10679.74}, {""line_id"": 11, ""description"": ""IT Consultation"", ""quantity"": 58, ""unit"": ""HUR"", ""unit_price"": 51.99, ""line_total"": 3015.42}, {""line_id"": 12, ""description"": ""Assembly Group 12"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1405.51, ""line_total"": 1405.51, ""sub_items"": [{""line_id"": ""12.1"", ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 2, ""unit"": ""EA"", ""unit_price"": 921.05, ""line_total"": 1842.1}, {""line_id"": ""12.2"", ""description"": ""UPS 3000VA Rackmount"", ""quantity"": 3, ""unit"": ""EA"", ""unit_price"": 1248.5, ""line_total"": 3745.5}]}, {""line_id"": 13, ""description"": ""Software License Enterprise Annual"", ""quantity"": 82, ""unit"": ""EA"", ""unit_price"": 642.64, ""line_total"": 52696.48}, {""line_id"": 14, ""description"": ""Server Rack Unit 42U"", ""quantity"": 95, ""unit"": ""EA"", ""unit_price"": 349.06, ""line_total"": 33160.7}, {""line_id"": 15, ""description"": ""IT Consultation"", ""quantity"": 32, ""unit"": ""HUR"", ""unit_price"": 39.02, ""line_total"": 1248.64}, {""line_id"": 16, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 56, ""unit"": ""EA"", ""unit_price"": 44.9, ""line_total"": 2514.4}, {""line_id"": 17, ""description"": ""SSD 1TB NVMe Enterprise"", ""quantity"": 60, ""unit"": ""EA"", ""unit_price"": 54.13, ""line_total"": 3247.8}]",IT46892996799,DE013975033,PAY-705478-00174,2025-10-10,{}
INV-TST-00175,pint_my,DE,HARM-2865,SCHN-1827,2024-08-26,EUR,3883.7,0.06,233.02,4116.72,"[{""line_id"": 1, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 7.2, ""line_total"": 230.4}, {""line_id"": 2, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 24, ""unit"": ""EA"", ""unit_price"": 9.27, ""line_total"": 222.48}, {""line_id"": 3, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 96, ""unit"": ""EA"", ""unit_price"": 0.16, ""line_total"": 15.36}, {""line_id"": 4, ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 85, ""unit"": ""EA"", ""unit_price"": 13.75, ""line_total"": 1168.75}, {""line_id"": 5, ""description"": ""Microcontroller STM32F407"", ""quantity"": 85, ""unit"": ""EA"", ""unit_price"": 10.24, ""line_total"": 870.4}, {""line_id"": 6, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 85, ""unit"": ""EA"", ""unit_price"": 3.95, ""line_total"": 335.75}, {""line_id"": 7, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 8.08, ""line_total"": 258.56}, {""line_id"": 8, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 92, ""unit"": ""EA"", ""unit_price"": 8.5, ""line_total"": 782.0}]",MY27983023487,DE685981400,PAY-232848-00175,2024-09-16,{}
